iter	Passed	Remaining
1680	7471	1417
1681	7475	1413
1682	7480	1408
1683	7484	1404
1684	7490	1400
1685	7495	1395
1686	7499	1391
1687	7503	1386
1688	7507	1382
1689	7511	1377
1690	7514	1373
1691	7519	1368
1692	7523	1364
1693	7527	1359
1694	7531	1355
1695	7534	1350
1696	7538	1345
1697	7542	1341
1698	7545	1336
1699	7549	1332
1700	7552	1327
1701	7556	1323
1702	7559	1318
1703	7563	1313
1704	7567	1309
1705	7570	1304
1706	7574	1300
1707	7578	1295
1708	7582	1291
1709	7586	1286
1710	7590	1282
1711	7594	1277
1712	7598	1273
1713	7602	1268
1714	7606	1263
1715	7609	1259
1716	7613	1254
1717	7617	1250
1718	7620	1245
1719	7624	1241
1720	7628	1236
1721	7632	1232
1722	7636	1227
1723	7640	1223
1724	7644	1218
1725	7647	1214
1726	7651	1209
1727	7654	1204
1728	7658	1200
1729	7661	1195
1730	7665	1191
1731	7669	1186
1732	7673	1182
1733	7677	1177
1734	7681	1173
1735	7684	1168
1736	7688	1164
1737	7691	1159
1738	7695	1154
1739	7698	1150
1740	7702	1145
1741	7706	1141
1742	7710	1136
1743	7714	1132
1744	7718	1127
1745	7722	1123
1746	7726	1118
1747	7730	1114
1748	7734	1109
1749	7737	1105
1750	7741	1100
1751	7744	1096
1752	7749	1091
1753	7753	1087
1754	7757	1082
1755	7760	1078
1756	7764	1073
1757	7768	1069
1758	7771	1064
1759	7775	1060
1760	7778	1055
1761	7783	1051
1762	7787	1046
1763	7791	1042
1764	7796	1038
1765	7800	1033
1766	7804	1029
1767	7808	1024
1768	7811	1020
1769	7815	1015
1770	7818	1011
1771	7822	1006
1772	7825	1001
1773	7829	997
1774	7833	992
1775	7836	988
1776	7840	983
1777	7843	979
1778	7847	974
1779	7850	970
1780	7854	965
1781	7859	961
1782	7863	957
1783	7867	952
1784	7870	948
1785	7874	943
1786	7879	939
1787	7883	934
1788	7887	930
1789	7892	925
1790	7897	921
1791	7901	917
1792	7905	912
1793	7908	908
1794	7912	903
1795	7915	899
1796	7919	894
1797	7923	890
1798	7927	885
1799	7931	881
1800	7934	876
1801	7938	872
1802	7941	867
1803	7945	863
1804	7948	858
1805	7952	854
1806	7956	849
1807	7959	845
1808	7963	840
1809	7967	836
1810	7970	831
1811	7974	827
1812	7978	822
1813	7981	818
1814	7985	813
1815	7988	809
1816	7992	804
1817	7996	800
1818	7999	796
1819	8002	791
1820	8006	787
1821	8010	782
1822	8014	778
1823	8017	773
1824	8021	769
1825	8025	764
1826	8028	760
1827	8032	755
1828	8036	751
1829	8040	746
1830	8043	742
1831	8047	737
1832	8050	733
1833	8054	729
1834	8058	724
1835	8061	720
1836	8065	715
1837	8068	711
1838	8072	706
1839	8076	702
1840	8079	697
1841	8083	693
1842	8086	688
1843	8090	684
1844	8094	680
1845	8097	675
1846	8101	671
1847	8105	666
1848	8108	662
1849	8113	657
1850	8118	653
1851	8122	649
1852	8126	644
1853	8131	640
1854	8135	635
1855	8139	631
1856	8143	627
1857	8146	622
1858	8150	618
1859	8154	613
1860	8159	609
1861	8163	605
1862	8167	600
1863	8170	596
1864	8174	591
1865	8178	587
1866	8181	582
1867	8185	578
1868	8188	573
1869	8192	569
1870	8195	565
1871	8199	560
1872	8203	556
1873	8206	551
1874	8210	547
1875	8213	542
1876	8217	538
1877	8221	534
1878	8225	529
1879	8228	525
1880	8232	520
1881	8236	516
1882	8239	511
1883	8243	507
1884	8246	503
1885	8250	498
1886	8254	494
1887	8257	489
1888	8261	485
1889	8265	481
1890	8269	476
1891	8272	472
1892	8276	467
1893	8280	463
1894	8284	459
1895	8287	454
1896	8291	450
1897	8295	445
1898	8299	441
1899	8302	436
1900	8305	432
1901	8309	428
1902	8313	423
1903	8316	419
1904	8320	414
1905	8324	410
1906	8327	406
1907	8331	401
1908	8334	397
1909	8338	392
1910	8342	388
1911	8346	384
1912	8349	379
1913	8353	375
1914	8357	370
1915	8361	366
1916	8364	362
1917	8368	357
1918	8372	353
1919	8375	348
1920	8379	344
1921	8383	340
1922	8386	335
1923	8390	331
1924	8393	327
1925	8397	322
1926	8401	318
1927	8404	313
1928	8408	309
1929	8411	305
1930	8415	300
1931	8419	296
1932	8422	291
1933	8426	287
1934	8430	283
1935	8433	278
1936	8437	274
1937	8441	270
1938	8444	265
1939	8448	261
1940	8451	256
1941	8455	252
1942	8459	248
1943	8463	243
1944	8467	239
1945	8470	235
1946	8474	230
1947	8478	226
1948	8482	221
1949	8485	217
1950	8491	213
1951	8497	208
1952	8501	204
1953	8506	200
1954	8509	195
1955	8514	191
1956	8517	187
1957	8522	182
1958	8525	178
1959	8529	174
1960	8532	169
1961	8536	165
1962	8540	160
1963	8543	156
1964	8547	152
1965	8551	147
1966	8555	143
1967	8558	139
1968	8562	134
1969	8565	130
1970	8569	126
1971	8573	121
1972	8577	117
1973	8580	113
1974	8584	108
1975	8587	104
1976	8591	99
1977	8595	95
1978	8599	91
1979	8602	86
1980	8606	82
1981	8609	78
1982	8613	73
1983	8617	69
1984	8621	65
1985	8624	60
1986	8628	56
1987	8631	52
1988	8635	47
1989	8638	43
1990	8642	39
1991	8646	34
1992	8650	30
1993	8654	26
1994	8658	21
1995	8661	17
1996	8665	13
1997	8668	8
1998	8672	4
1999	8676	0
