iter	RMSE
1685	90.22440823
1686	90.19415688
1687	90.16541744
1688	90.14614917
1689	90.09127296
1690	90.06039306
1691	90.02357816
1692	89.98588348
1693	89.93503484
1694	89.87227228
1695	89.82544453
1696	89.77306009
1697	89.69779156
1698	89.6574746
1699	89.60889071
1700	89.57105778
1701	89.54408888
1702	89.48895319
1703	89.41051341
1704	89.3812373
1705	89.28214879
1706	89.22872357
1707	89.17092088
1708	89.12166817
1709	89.08486474
1710	88.9978722
1711	88.96163295
1712	88.9084211
1713	88.87570579
1714	88.82965131
1715	88.78961567
1716	88.75146097
1717	88.72590205
1718	88.68333463
1719	88.63052883
1720	88.56110662
1721	88.52861507
1722	88.50341982
1723	88.4492517
1724	88.40888554
1725	88.34252797
1726	88.24937731
1727	88.16167154
1728	88.09434694
1729	88.00366103
1730	87.94545672
1731	87.92134243
1732	87.85639783
1733	87.82534786
1734	87.77207862
1735	87.7137025
1736	87.69085199
1737	87.65342675
1738	87.61191193
1739	87.58303571
1740	87.55271571
1741	87.49888904
1742	87.43549423
1743	87.39323353
1744	87.32696854
1745	87.28597653
1746	87.23620242
1747	87.19105945
1748	87.14248797
1749	87.1244152
1750	87.10559363
1751	87.08555576
1752	87.01108662
1753	86.97497382
1754	86.92617816
1755	86.87309941
1756	86.81969459
1757	86.7645011
1758	86.72521443
1759	86.7049824
1760	86.66395137
1761	86.58679561
1762	86.54842686
1763	86.52874866
1764	86.48148393
1765	86.44536081
1766	86.40640448
1767	86.3397015
1768	86.2950049
1769	86.24355592
1770	86.18080158
1771	86.16098695
1772	86.08291231
1773	86.00537209
1774	85.95091535
1775	85.9210777
1776	85.85080988
1777	85.80179335
1778	85.76552875
1779	85.72967877
1780	85.67647553
1781	85.63756657
1782	85.60868363
1783	85.57071893
1784	85.54803138
1785	85.51201881
1786	85.46519188
1787	85.42902222
1788	85.38273035
1789	85.35852766
1790	85.31727415
1791	85.26739674
1792	85.21980475
1793	85.17791538
1794	85.15906909
1795	85.12097118
1796	85.10672602
1797	85.05837816
1798	85.04086994
1799	85.00035851
1800	84.96560314
1801	84.87253398
1802	84.82014265
1803	84.80714343
1804	84.79369975
1805	84.74904932
1806	84.71365141
1807	84.63929616
1808	84.53321056
1809	84.46101468
1810	84.41901595
1811	84.36307453
1812	84.33347438
1813	84.29469522
1814	84.24347572
1815	84.21087635
1816	84.16381279
1817	84.11097083
1818	84.05772215
1819	83.97413124
1820	83.94959549
1821	83.88715828
1822	83.83779397
1823	83.80901393
1824	83.76122753
1825	83.72187153
1826	83.66303296
1827	83.60065532
1828	83.5523849
1829	83.51659403
1830	83.48438392
1831	83.43105994
1832	83.3973271
1833	83.34505481
1834	83.30321574
1835	83.26225754
1836	83.2413438
1837	83.22418962
1838	83.18768552
1839	83.14062564
1840	83.0969888
1841	83.07306087
1842	83.05037239
1843	83.02165359
1844	82.95991246
1845	82.9187794
1846	82.87891775
1847	82.83679154
1848	82.77777384
1849	82.72456421
1850	82.69560326
1851	82.62683575
1852	82.5922254
1853	82.57188996
1854	82.53783048
1855	82.51164035
1856	82.45304955
1857	82.41923323
1858	82.37560363
1859	82.35688717
1860	82.31875941
1861	82.27307969
1862	82.2381059
1863	82.19865222
1864	82.15338964
1865	82.11600128
1866	82.05322634
1867	82.03239669
1868	82.00227754
1869	81.94084562
1870	81.92284243
1871	81.8824012
1872	81.82005338
1873	81.77690612
1874	81.7317259
1875	81.67397545
1876	81.63546456
1877	81.58460261
1878	81.55007475
1879	81.51376794
1880	81.42313165
1881	81.38469566
1882	81.33907506
1883	81.31552017
1884	81.27630998
1885	81.2468369
1886	81.22298779
1887	81.17667239
1888	81.16098399
1889	81.09783122
1890	81.0820606
1891	81.05209344
1892	80.99094708
1893	80.94298781
1894	80.8905763
1895	80.85880519
1896	80.79368919
1897	80.7719412
1898	80.75126277
1899	80.72551126
1900	80.69929183
1901	80.68052605
1902	80.65909154
1903	80.64270984
1904	80.59953665
1905	80.5246829
1906	80.49381708
1907	80.46084126
1908	80.44578621
1909	80.37790129
1910	80.29325123
1911	80.25769602
1912	80.19000439
1913	80.1400684
1914	80.08453939
1915	80.03349724
1916	80.01534743
1917	79.95609331
1918	79.91360373
1919	79.87544164
1920	79.85153622
1921	79.80598126
1922	79.78349717
1923	79.77193422
1924	79.73336865
1925	79.68873622
1926	79.65187366
1927	79.59827259
1928	79.57794503
1929	79.54611511
1930	79.50749701
1931	79.46337007
1932	79.45183924
1933	79.4219118
1934	79.39241656
1935	79.3648921
1936	79.33318221
1937	79.30182205
1938	79.27261637
1939	79.24452293
1940	79.21240539
1941	79.17308182
1942	79.10558317
1943	79.08874878
1944	79.07097584
1945	79.02941884
1946	79.00009459
1947	78.96090247
1948	78.93087419
1949	78.87995202
1950	78.86015157
1951	78.81283751
1952	78.76118654
1953	78.73267222
1954	78.68401517
1955	78.652603
1956	78.57857611
1957	78.54455774
1958	78.51239821
1959	78.48536131
1960	78.46794056
1961	78.42909064
1962	78.40965212
1963	78.33377227
1964	78.28728747
1965	78.25035974
1966	78.22936658
1967	78.18164555
1968	78.15180828
1969	78.10442379
1970	78.06853642
1971	78.0259409
1972	77.9397404
1973	77.90741847
1974	77.85614813
1975	77.82718466
1976	77.79446291
1977	77.75488156
1978	77.7227906
1979	77.71171616
1980	77.68156893
1981	77.65047522
1982	77.61650965
1983	77.5933235
1984	77.57550262
1985	77.55067888
1986	77.50826002
1987	77.48839664
1988	77.44261847
1989	77.40634317
1990	77.36486456
1991	77.32986815
1992	77.30670737
1993	77.28374424
1994	77.2464994
1995	77.23662327
1996	77.18622844
1997	77.13838032
1998	77.10092191
1999	77.04293193
