iter	RMSE
407	206.1421941
408	206.0979449
409	205.8980805
410	205.6718191
411	205.5502755
412	205.3587096
413	205.0464019
414	204.7417224
415	204.5635655
416	204.5226439
417	204.306576
418	204.1194912
419	203.8053945
420	203.7104532
421	203.5460413
422	203.3421976
423	203.2116622
424	202.9228213
425	202.8024683
426	202.5981199
427	202.3667166
428	202.2991708
429	202.1879208
430	201.752016
431	201.4783233
432	201.0632747
433	200.86744
434	200.7555363
435	200.5340623
436	200.2349711
437	200.1368734
438	199.9394238
439	199.7735538
440	199.4739416
441	199.3270057
442	199.0911423
443	198.920064
444	198.8352569
445	198.6424566
446	198.531207
447	198.3308156
448	198.0822299
449	197.9195077
450	197.8183844
451	197.6749695
452	197.5295766
453	197.3854804
454	197.2552915
455	196.9831931
456	196.8807493
457	196.6019384
458	196.4075194
459	196.1434272
460	195.9787015
461	195.7448266
462	195.6597864
463	195.4715676
464	195.3776816
465	195.0636139
466	194.9575929
467	194.8408741
468	194.6887348
469	194.4332648
470	194.312707
471	194.1068388
472	193.9554871
473	193.619669
474	193.4913045
475	193.1543262
476	193.0639589
477	192.8070374
478	192.5909716
479	192.5391596
480	192.3398634
481	192.243712
482	192.1996816
483	191.8745514
484	191.7097592
485	191.3980462
486	191.0651857
487	190.9159255
488	190.7200774
489	190.555508
490	190.4281416
491	190.3394172
492	190.2440412
493	190.1722109
494	189.938348
495	189.7222114
496	189.6048267
497	189.3624895
498	189.1475316
499	188.9360589
500	188.8253491
501	188.6823182
502	188.5955154
503	188.5171529
504	188.4277641
505	188.2243716
506	188.0537667
507	187.914207
508	187.7651971
509	187.4864364
510	187.3147696
511	187.14429
512	186.9980606
513	186.7683887
514	186.6080277
515	186.3610103
516	186.2487063
517	186.0855476
518	185.9025835
519	185.7156799
520	185.4611919
521	185.3788938
522	185.1796889
523	185.0215931
524	184.8730329
525	184.742628
526	184.498964
527	184.3554795
528	184.1018475
529	183.8781271
530	183.6549373
531	183.4623321
532	183.2896616
533	183.2096941
534	183.0586236
535	182.8228785
536	182.5748596
537	182.4740729
538	182.372881
539	182.2739562
540	182.0766162
541	182.0174918
542	181.9199738
543	181.8648017
544	181.7666184
545	181.6530152
546	181.5546327
547	181.458633
548	181.2848949
549	181.1325871
550	181.0095976
551	180.9270686
552	180.7704997
553	180.5784723
554	180.4172117
555	180.2874972
556	180.207818
557	180.117997
558	179.9691585
559	179.7844693
560	179.6251138
561	179.3888493
562	179.325165
563	179.2616247
564	179.0570457
565	178.8500982
566	178.7148728
567	178.6532014
568	178.558277
569	178.4466412
570	178.2604662
571	178.183775
572	178.158184
573	178.010024
574	177.8516695
575	177.7756517
576	177.6992731
577	177.6101059
578	177.5117366
579	177.3054641
580	177.2011108
581	177.111153
582	176.8935179
583	176.7636265
584	176.6172551
585	176.4665434
586	176.3098319
587	176.2074546
588	176.031023
589	175.8914664
590	175.7536461
591	175.6107251
592	175.4657118
593	175.344797
594	175.229148
595	175.0930242
596	174.8458682
597	174.6974107
598	174.5509988
599	174.3827748
600	174.2772948
601	174.2060618
602	174.129131
603	174.0622108
604	173.957783
605	173.7166909
606	173.5422285
607	173.4756095
608	173.3488405
609	173.2924492
610	173.1134545
611	173.0019621
612	172.8282395
613	172.8184927
614	172.7858971
615	172.5813419
616	172.4168745
617	172.3036848
618	172.190935
619	172.0201784
620	171.9197699
621	171.8882585
622	171.7563782
623	171.6741199
624	171.5183153
625	171.4358602
626	171.3559304
627	171.2362923
628	171.0596914
629	170.9504001
630	170.8241944
631	170.682551
632	170.4948474
633	170.4665658
634	170.3700155
635	170.2677909
636	170.0826236
637	169.9998749
638	169.8586444
639	169.7132586
640	169.4898893
641	169.3445217
642	169.1222296
643	169.0117341
644	168.8159251
645	168.7148816
646	168.5432129
647	168.4322749
648	168.3170137
649	168.2411099
650	168.0934449
651	167.9505183
652	167.7883909
653	167.7212079
654	167.6701036
655	167.5544457
656	167.3612405
657	167.2435197
658	167.149301
659	166.9223949
660	166.7586298
661	166.6553439
662	166.5014851
663	166.3664009
664	166.2560001
665	166.1371991
666	165.9826227
667	165.8684005
668	165.8005957
669	165.6671834
670	165.5775308
671	165.4921563
672	165.3973483
673	165.1940251
674	165.1245114
675	165.0274108
676	164.7722911
677	164.6106054
678	164.5062916
679	164.3893793
680	164.3054471
681	164.1368212
682	164.058834
683	163.9454103
684	163.8749701
685	163.7697347
686	163.6136221
687	163.5190014
688	163.4077277
689	163.3638685
690	163.2963343
691	163.2539899
692	163.1395138
693	163.0371605
694	162.9321208
695	162.853346
696	162.7309532
697	162.5291209
698	162.4342366
699	162.3097746
700	162.2153093
701	162.0840767
702	161.9996831
703	161.8128953
704	161.7448855
705	161.6055083
706	161.5446391
707	161.4292197
708	161.3234364
709	161.1901691
710	160.9739396
711	160.8950459
712	160.7215667
713	160.6446312
714	160.5659808
715	160.522864
716	160.4384065
717	160.2726938
718	160.1668077
719	160.0284668
720	159.9553247
721	159.801761
722	159.6800084
723	159.584033
724	159.4866282
725	159.3638989
726	159.2041973
727	158.9888555
728	158.8225953
729	158.6623525
730	158.4368837
731	158.3042736
732	158.1971055
733	158.1296057
734	157.9937921
735	157.9089373
736	157.8694188
737	157.740585
738	157.6239433
739	157.4897806
740	157.451482
741	157.3930139
742	157.2904339
743	157.183476
744	157.1054714
745	157.0373593
746	156.9006807
747	156.7177059
748	156.496704
749	156.331683
750	156.2172212
751	156.0699403
752	156.000335
753	155.8808348
754	155.8087243
755	155.7354946
756	155.6150252
757	155.5106051
758	155.4091673
759	155.318216
760	155.1498692
761	154.9894346
762	154.9122533
763	154.7962127
764	154.6899055
765	154.5744147
766	154.4411897
767	154.2982903
768	154.0217636
769	153.9670224
770	153.9032314
771	153.7599384
772	153.6062514
773	153.4893751
774	153.4226717
775	153.3283499
776	153.2466437
777	153.1590925
778	153.0476153
779	152.9533968
780	152.7097345
781	152.6161062
782	152.5960613
783	152.4818196
784	152.3791704
785	152.2248184
786	152.1071449
787	151.9793697
788	151.8056019
789	151.7306411
790	151.6793832
791	151.6109121
792	151.4272128
793	151.3233161
794	151.2524067
795	151.166765
796	151.0779701
797	150.9885937
798	150.8691365
799	150.7900208
800	150.707732
801	150.5821495
802	150.4255377
803	150.3537782
804	150.1706597
805	150.0565065
806	149.939216
807	149.8415798
808	149.7749056
809	149.6850693
810	149.6104644
811	149.5088628
812	149.3836851
813	149.2730851
814	149.15676
815	149.0619031
816	148.995752
817	148.8272702
818	148.7142208
819	148.6440124
820	148.5228681
821	148.4639415
822	148.391666
823	148.2600721
824	148.1794664
825	148.0674795
826	148.0102528
827	147.8962095
828	147.8494251
829	147.7476389
830	147.6863553
831	147.6399584
832	147.5288759
833	147.4347069
834	147.3473509
835	147.2547274
836	147.1569253
837	147.0843092
838	146.9272368
839	146.8276826
840	146.7366522
841	146.6409005
842	146.5165529
843	146.4213352
844	146.3851109
845	146.2676606
846	146.1777791
847	146.0403748
848	145.9478515
849	145.8859832
850	145.778954
851	145.605295
852	145.5316457
853	145.4787112
854	145.4153569
855	145.3161674
856	145.2575551
857	145.1516317
858	145.1076088
859	144.9508961
860	144.8693916
861	144.7959363
862	144.6077067
863	144.5112499
864	144.4168449
865	144.3658657
866	144.2217671
867	144.1582005
868	144.1043114
869	144.0708847
870	143.935131
871	143.8249116
872	143.7374902
873	143.662591
874	143.5828687
875	143.5353887
876	143.4068942
877	143.2917152
878	143.1869527
879	143.0936997
880	142.9037197
881	142.8513301
882	142.7781601
883	142.6627827
884	142.5908875
885	142.4822692
886	142.4293775
887	142.3495638
888	142.1876266
889	142.0941714
890	141.9919269
891	141.8740271
892	141.7396522
893	141.6368167
894	141.5338673
895	141.3956398
896	141.3388298
897	141.3016032
898	141.1542202
899	141.0739681
900	140.9741029
901	140.806786
902	140.7147217
903	140.5419278
904	140.4091429
905	140.3050078
906	140.2259987
907	140.1488469
908	140.0643498
909	140.0193055
910	139.9676173
911	139.8965198
912	139.845671
913	139.769688
914	139.6885627
915	139.6193846
916	139.5733723
917	139.4786627
918	139.3817552
919	139.2834632
920	139.1944255
921	139.1136936
922	139.0130831
923	138.9290129
924	138.8090772
925	138.7292296
926	138.6240754
927	138.5652413
928	138.4961168
929	138.4215629
930	138.379698
931	138.3274547
932	138.2623466
933	138.1901202
934	138.1298123
935	138.0661364
936	137.9274524
937	137.864709
938	137.7649747
939	137.6869976
940	137.6403314
941	137.4524462
942	137.3961495
943	137.3734757
944	137.2391469
945	137.1536405
946	137.0757016
947	137.0303515
948	136.8990764
949	136.76588
950	136.712673
951	136.6170498
952	136.5554331
953	136.4694322
954	136.3867915
955	136.3040908
956	136.1809186
957	136.1099429
958	136.010417
959	135.9320934
960	135.8547327
961	135.7963907
962	135.7336313
963	135.6792198
964	135.6082707
965	135.4898873
966	135.432267
967	135.3290349
968	135.2667213
969	135.0949876
970	135.0068865
971	134.9145027
972	134.834614
973	134.7576628
974	134.7113057
975	134.6191926
976	134.576188
977	134.4966437
978	134.420465
979	134.3551532
980	134.2846852
981	134.1965619
982	134.0796749
983	134.0219002
984	133.9715401
985	133.9075089
986	133.8379993
987	133.7397473
988	133.6779694
989	133.6306472
990	133.5804953
991	133.3952277
992	133.2834769
993	133.1434636
994	133.0595059
995	133.0176082
996	132.9190013
997	132.7091561
998	132.638987
999	132.5548839
1000	132.4801898
1001	132.418703
1002	132.2742516
1003	132.2057788
1004	132.1122847
1005	132.0378703
1006	132.0077581
1007	131.9271656
1008	131.8016516
1009	131.7525015
1010	131.6788082
1011	131.5951546
1012	131.499212
1013	131.4128241
1014	131.3813839
1015	131.3129284
1016	131.1903
1017	131.1217921
1018	131.0286591
1019	130.9802191
1020	130.8850959
1021	130.832902
1022	130.7407699
1023	130.6936127
1024	130.5889067
1025	130.5213471
1026	130.4497362
1027	130.3874116
1028	130.3200335
1029	130.2488238
1030	130.2102363
1031	130.1246529
1032	130.0921267
1033	130.035138
1034	129.9299982
1035	129.7439172
1036	129.6923592
1037	129.6074438
1038	129.528004
1039	129.4807677
1040	129.4221679
1041	129.3908958
1042	129.3183454
1043	129.243977
1044	129.1949748
1045	129.0922803
1046	128.9775899
1047	128.9227331
1048	128.8105956
1049	128.6336974
1050	128.4967682
1051	128.4055404
1052	128.3226072
1053	128.2732681
1054	128.2317945
1055	128.1336132
1056	128.0789823
1057	128.0329661
1058	128.0002571
1059	127.8605245
1060	127.8026682
1061	127.7662643
1062	127.6897973
1063	127.6242595
1064	127.547538
1065	127.5069994
1066	127.4403529
1067	127.3655224
1068	127.2935161
1069	127.2726595
1070	127.2317679
1071	127.1616365
1072	127.0848606
1073	126.9223257
1074	126.8539007
1075	126.7524801
1076	126.7231488
1077	126.6568508
1078	126.627541
1079	126.5633049
1080	126.5080218
1081	126.4781487
1082	126.3925866
1083	126.3260879
1084	126.2513195
1085	126.1148056
1086	126.0343642
1087	125.9621816
1088	125.9188755
1089	125.8587754
1090	125.7799634
1091	125.6529976
1092	125.5081659
1093	125.4213539
1094	125.2968543
1095	125.1981349
1096	125.1595321
1097	125.1239754
1098	125.0969595
1099	125.0487393
1100	124.9987872
1101	124.9185931
1102	124.8084642
1103	124.669402
1104	124.6402512
1105	124.5078927
1106	124.3647767
1107	124.255477
1108	124.1757306
1109	124.1188228
1110	124.0488076
1111	123.9156964
1112	123.834563
1113	123.7372133
1114	123.6899816
1115	123.6212713
1116	123.5539517
1117	123.5030696
1118	123.4053577
1119	123.2361811
1120	123.1303681
1121	123.0727499
1122	122.9492538
1123	122.8606154
1124	122.8050302
1125	122.7411746
1126	122.671523
1127	122.5747851
1128	122.4670396
1129	122.4038033
1130	122.3628153
1131	122.335551
1132	122.2855347
1133	122.2506322
1134	122.1742848
1135	122.1335201
1136	122.0494906
1137	121.9643768
1138	121.8876828
1139	121.7901128
1140	121.765474
1141	121.6585585
1142	121.6000674
1143	121.5281582
1144	121.4902179
1145	121.4467588
1146	121.351426
1147	121.2188897
1148	121.1146456
1149	121.0056055
1150	120.9475752
1151	120.8814271
1152	120.7828609
1153	120.7003767
1154	120.6017186
1155	120.565366
1156	120.5020484
1157	120.4657676
1158	120.4151908
1159	120.3843885
1160	120.2972784
1161	120.257967
1162	120.2036354
1163	120.0806562
1164	120.0447004
1165	119.9959009
1166	119.9493437
1167	119.87398
1168	119.7740989
1169	119.6827223
1170	119.6246362
1171	119.5578471
1172	119.5104527
1173	119.3952825
1174	119.3522581
1175	119.2623991
1176	119.1738266
1177	119.0741099
1178	119.0136388
1179	118.8860588
1180	118.8072697
1181	118.6990121
1182	118.5722769
1183	118.476492
1184	118.4005441
1185	118.3174669
1186	118.1885707
1187	118.1207807
1188	118.0445731
1189	117.9410408
1190	117.9003296
1191	117.8286163
1192	117.788719
1193	117.7439684
1194	117.6610499
1195	117.5844125
1196	117.4854358
1197	117.4099112
1198	117.3617028
1199	117.2849537
1200	117.1722932
1201	117.0831607
1202	117.0504946
1203	117.0070538
1204	116.9045151
1205	116.851715
1206	116.771601
1207	116.6693338
1208	116.6141941
1209	116.5556273
1210	116.4286643
1211	116.3397037
1212	116.3065828
1213	116.2775422
1214	116.254723
1215	116.2022227
1216	116.0907698
1217	115.9783812
1218	115.9270431
1219	115.8871522
1220	115.7850292
1221	115.7327211
1222	115.6357518
1223	115.5520985
1224	115.4732925
1225	115.431969
1226	115.3399136
1227	115.2914598
1228	115.2399791
1229	115.189026
1230	115.1377621
1231	115.1133718
1232	115.0018748
1233	114.9161429
1234	114.81198
1235	114.7711105
1236	114.6956125
1237	114.6443661
1238	114.5454857
1239	114.4559236
1240	114.3997756
1241	114.3210874
1242	114.2597987
1243	114.2017311
1244	114.1482022
1245	114.0987392
1246	114.0582045
1247	113.9392293
1248	113.8939788
1249	113.8078881
1250	113.7157978
1251	113.6811389
1252	113.6457607
1253	113.5817291
1254	113.5357518
1255	113.5021792
1256	113.477242
1257	113.3929145
1258	113.346033
1259	113.3211405
1260	113.2478981
1261	113.2033598
1262	113.1572546
1263	113.077639
1264	113.0443256
1265	112.9987359
1266	112.9656949
1267	112.8208556
1268	112.7730284
1269	112.7297707
1270	112.6221218
1271	112.5624706
1272	112.4500137
1273	112.3176547
1274	112.2271462
1275	112.1600177
1276	112.1177476
1277	112.0522029
1278	112.0104635
1279	111.971095
1280	111.932871
1281	111.8915837
1282	111.7937772
1283	111.7705169
1284	111.6783944
1285	111.498
1286	111.404051
1287	111.3378202
1288	111.2819392
1289	111.1982344
1290	111.1389171
1291	111.100707
1292	110.9648696
1293	110.864871
1294	110.766248
1295	110.7321913
1296	110.6760893
1297	110.6116389
1298	110.5711038
1299	110.5246264
1300	110.4439707
1301	110.4155113
1302	110.3214008
1303	110.2954779
1304	110.260897
1305	110.2218296
1306	110.1838609
1307	110.1474266
1308	110.1267802
1309	110.1087436
1310	110.0143145
1311	109.9644872
1312	109.8799982
1313	109.837546
1314	109.7741358
1315	109.7308388
1316	109.6636332
1317	109.6113769
1318	109.5608118
1319	109.4216998
1320	109.3403091
1321	109.2739176
1322	109.2252358
1323	109.1337707
1324	109.084659
1325	109.0261287
1326	108.984802
1327	108.9224544
1328	108.8601858
1329	108.8359304
1330	108.7883916
1331	108.7472514
1332	108.6670688
1333	108.6540926
1334	108.6053248
1335	108.5239772
1336	108.4743579
1337	108.4318782
1338	108.3819926
1339	108.2966355
1340	108.1584011
1341	108.0839593
1342	107.9841545
1343	107.898968
1344	107.8514154
1345	107.7795281
1346	107.694978
1347	107.6470872
1348	107.5943862
1349	107.4976486
1350	107.4443449
1351	107.4056164
1352	107.3762084
1353	107.2697468
1354	107.122508
1355	107.0596877
1356	107.0078525
1357	106.91602
1358	106.8707777
1359	106.7825501
1360	106.721163
1361	106.654843
1362	106.6207553
1363	106.5612379
1364	106.5206407
1365	106.4928965
1366	106.4500976
1367	106.4401619
1368	106.3892928
1369	106.328875
1370	106.2435902
1371	106.1562433
1372	106.1066975
1373	106.0304734
1374	105.9208684
1375	105.894168
1376	105.7965558
1377	105.7511185
1378	105.6839578
1379	105.6166629
1380	105.5816577
1381	105.5482539
1382	105.4362608
1383	105.3553528
1384	105.3097957
1385	105.2613194
1386	105.1895542
1387	105.1375959
1388	105.0739326
1389	105.0398123
1390	104.992305
1391	104.935903
1392	104.8455004
1393	104.803506
1394	104.7218602
1395	104.6473852
1396	104.627199
1397	104.6017158
1398	104.571051
1399	104.5460035
1400	104.5126666
1401	104.4697042
1402	104.3473847
1403	104.2902992
1404	104.2429371
1405	104.1206892
1406	104.060224
1407	104.0301726
1408	103.9611401
1409	103.9343663
1410	103.9032841
1411	103.8445025
1412	103.8041003
1413	103.7658298
1414	103.7120601
1415	103.6944141
1416	103.6518965
1417	103.622553
1418	103.591224
1419	103.5489435
1420	103.4962246
1421	103.4622638
1422	103.4064047
1423	103.3299989
1424	103.3030877
1425	103.2741594
1426	103.2048651
1427	103.1693667
1428	103.1115174
1429	103.0656253
1430	102.9991071
1431	102.9822082
1432	102.9566636
1433	102.9098553
1434	102.8503375
1435	102.7796372
1436	102.678064
1437	102.6365973
1438	102.5665964
1439	102.5473402
1440	102.5072978
1441	102.4936954
1442	102.4435256
1443	102.4048551
1444	102.3679181
1445	102.3242151
1446	102.2612252
1447	102.199678
1448	102.1512783
1449	102.0827953
1450	101.9530653
1451	101.915428
1452	101.871722
1453	101.8085747
1454	101.7229737
1455	101.6665571
1456	101.6119302
1457	101.5529497
1458	101.5167648
1459	101.4809882
1460	101.4454932
1461	101.4076965
1462	101.3891624
1463	101.3730996
1464	101.3333328
1465	101.2311137
1466	101.2105601
1467	101.1390065
1468	101.119752
1469	101.0937509
1470	101.0350609
1471	100.9720341
1472	100.9526259
1473	100.9061111
1474	100.8272375
1475	100.7468721
1476	100.7464012
1477	100.7141061
1478	100.6878338
1479	100.6487236
1480	100.5370265
1481	100.4583645
1482	100.3991846
1483	100.3469683
1484	100.3154465
1485	100.2845176
1486	100.2480561
1487	100.1773305
1488	100.1221267
1489	100.0658898
1490	100.007204
1491	99.97371947
1492	99.93558502
1493	99.80022173
1494	99.77403166
1495	99.74397943
1496	99.67223279
1497	99.63626327
1498	99.58707346
1499	99.54047712
1500	99.50110436
1501	99.46028598
1502	99.37039946
1503	99.30280703
1504	99.25945078
1505	99.20244552
1506	99.16485135
1507	99.10991817
1508	99.0479104
1509	99.01775238
1510	98.96246226
1511	98.93854556
1512	98.92165907
1513	98.8947115
1514	98.84618928
1515	98.80076115
1516	98.75820972
1517	98.71537218
1518	98.6717778
1519	98.62117239
1520	98.54585968
1521	98.52070918
1522	98.46678708
1523	98.4416616
1524	98.38478459
1525	98.3223874
1526	98.2372605
1527	98.15592473
1528	98.07657576
1529	98.025668
1530	97.94584846
1531	97.89727931
1532	97.87109863
1533	97.84457357
1534	97.82562569
1535	97.71943569
1536	97.68687738
1537	97.64255394
1538	97.58242913
1539	97.5280686
1540	97.48081828
1541	97.4063643
1542	97.35050892
1543	97.32096095
1544	97.23393089
1545	97.16181748
1546	97.04566501
1547	97.00434187
1548	96.94953709
1549	96.9325681
1550	96.88052701
1551	96.82158059
1552	96.77609387
1553	96.70162944
1554	96.63292935
1555	96.5822215
1556	96.52368971
1557	96.46221629
1558	96.39318874
1559	96.32817599
1560	96.3051427
1561	96.28362999
1562	96.25306021
1563	96.19533982
1564	96.15605821
1565	96.13194915
1566	96.09686762
1567	96.04568199
1568	96.00247819
1569	95.96908577
1570	95.92108553
1571	95.89410428
1572	95.84959948
1573	95.82675822
1574	95.80778453
1575	95.76001458
1576	95.71825915
1577	95.65648782
1578	95.60563976
1579	95.570793
1580	95.49942409
1581	95.45056889
1582	95.40178931
1583	95.35527513
1584	95.26371201
1585	95.22974269
1586	95.17696411
1587	95.11467537
1588	95.07246503
1589	94.9514454
1590	94.934134
1591	94.8882271
1592	94.83718333
1593	94.71563769
1594	94.67324894
1595	94.65344491
1596	94.59028135
1597	94.54804573
1598	94.48725045
1599	94.44437317
1600	94.37734331
1601	94.34774842
1602	94.31550283
1603	94.28679219
1604	94.22427026
1605	94.19157391
1606	94.15657174
1607	94.10412611
1608	94.08000939
1609	94.05396665
1610	94.01084714
1611	93.97291328
1612	93.90453321
1613	93.84191828
1614	93.79891633
1615	93.75933889
1616	93.70169735
1617	93.66658611
1618	93.58525817
1619	93.55501486
1620	93.49227048
1621	93.43441097
1622	93.39145118
1623	93.28572227
1624	93.19789289
1625	93.15942006
1626	93.06635901
1627	92.97496139
1628	92.94269648
1629	92.90908079
1630	92.88681407
1631	92.82176689
1632	92.76816828
1633	92.72683047
1634	92.68357905
1635	92.62337177
1636	92.57943529
1637	92.52681576
1638	92.46491842
1639	92.42730741
1640	92.39032284
1641	92.33948401
1642	92.29931915
1643	92.26742887
1644	92.18778349
1645	92.12118272
1646	92.0749238
1647	91.99040352
1648	91.92386055
1649	91.87699549
1650	91.84876016
1651	91.79705179
1652	91.74369946
1653	91.69621538
1654	91.63579986
1655	91.55786466
1656	91.47522727
1657	91.42809792
1658	91.36766953
1659	91.33898101
1660	91.31458328
1661	91.29608079
1662	91.26038573
1663	91.19119395
1664	91.15216635
1665	91.095113
1666	91.06232455
1667	91.02837943
1668	90.99329929
1669	90.97172036
1670	90.91505681
1671	90.85738469
1672	90.8133276
1673	90.76790243
1674	90.73818859
1675	90.71007056
1676	90.66807861
1677	90.616496
1678	90.56703233
1679	90.53362132
1680	90.49187611
1681	90.44577153
1682	90.39732182
1683	90.32039526
1684	90.27720039
